strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw,flowering_time_days_clean,height_indoor_cm_clean,height_outdoor_cm_clean,yield_indoor_g_m2_clean,yield_outdoor_g_plant_clean,total_grow_time_days_clean,ruderalis_percentage_clean,filial_type_clean,breeding_status_clean,strain_name_normalized,aka_names_clean,strain_name_no_aka,similar_spelling_clean,is_autoflower_clean,autoflower_seed_to_harvest_days_min_clean,autoflower_seed_to_harvest_days_max_clean,strain_name_extracted,strain_name_base,generation_extracted,phenotype_marker_extracted,strain_name_validated,breeder_validated,validation_confidence,validation_reasoning,validation_changes,flagged_for_review,validation_attempted,strain_name_aka_manual,strain_name_manual,breeder_manual,manual_notes,breeder_source,strain_source,breeder_display,breeder_slug,strain_name_display,strain_name_slug,generation_clean,filial_generation,selfed_generation,backcross_generation,parent_1_display,parent_2_display,parent_1_is_hybrid,parent_2_is_hybrid,has_nested_cross,parent_1_slug,parent_2_slug,grandparent_1_display,grandparent_2_display,grandparent_3_display,grandparent_1_slug,grandparent_2_slug,grandparent_3_slug,lineage_formula,lineage_depth
61a5dc5f-daab-4d0f-8b96-4b280fef35d8,attitude,Barneys Farm,,,,,,,,,Indulge in the pure pleasure offered by the Zoap from Barney's Farm Seeds cannabis seeds. Shop at ATTITUDE SEEDBANK UK.,,Balanced Hybrid,,,,,,Cannabiogen Seeds,,,,50.0,False,html/06722d3adec4208e.html,50.0,2026-01-14T10:39:53.169319,,https://www.cannabis-seeds-bank.co.uk/barneys-farm-seeds-zoap/prod_9505,,,,27.0,27.0,27.0,,,,,,,,,,,,,,barneys farm,,Barneys Farm,barneysfarm,False,,,Zoap,Zoap,,,Zoap,Barney's Farm,100.0,Cleaned breeder name.,Strain: Zoap -> Zoap; Breeder: Barney's Farm -> Barney's Farm,False,True,,,,,Barney's Farm,Zoap,Barney's Farm,barneys-farm,Zoap,zoap,,,,,,,False,False,False,,,,,,,,,,1
d5fc4ddf-606b-49ba-bb84-53f5959632fe,attitude,The Gardens by Preferred Znackz x Lazer Gun,,,,,,,,,Experience Znackz x Lazer Gun ÃÂ¢ÃÂÃÂ a potent indica with flavours of caramel apple and gritty gas. Enjoy a deeply calming and stoned high that soothes both body and mind.,,,,,,,,Cannabiogen Seeds,,,,,False,html/34110b6b0c90762e.html,,2026-01-14T10:39:53.410683,,https://www.cannabis-seeds-bank.co.uk/the-gardens-by-preffered-znackz-x-lazer-gun/prod_9930,,,,,,,,,,,,,,,,,,,,the gardens by preferred znackz x lazer gun,,The Gardens by Preferred Znackz x Lazer Gun,thegardensbypreferredznackzxlazergun,False,,,The Gardens By Preffered Znackz X Lazer Gun,The Gardens By Preffered Znackz X Lazer Gun,,,The Gardens By Preffered Znackz X Lazer Gun,Unknown,60.0,"Breeder name unclear, likely needs manual correction.",Strain: The Gardens By Preffered Znackz X Lazer Gun -> The Gardens By Preffered Znackz X Lazer Gun; Breeder: Unknown -> Unknown,True,True,,Znackz X Lazer Gun,The Gardens By Preffered,,The Gardens By Preffered,Znackz X Lazer Gun,The Gardens by Preffered,the-gardens-by-preffered,Znackz x Lazer Gun,znackz-x-lazer-gun,,,,,Experience Znackz,Lazer Gun ÃÂ¢ÃÂÃÂ a potent indica with flavours of caramel apple and gritty gas,False,False,False,experience-znackz,lazer-gun-ãâãâãâ-a-potent-indica-with-flavours-of-caramel-apple-and-gritty-gas,,,,,,,experience-znackz x lazer-gun-ãâãâãâ-a-potent-indica-with-flavours-of-caramel-apple-and-gritty-gas,1
e9afda6b-1808-4884-a57e-b29ce7395ed2,attitude,SeedStockers,,,,,,,,,Find your favourite marijuana seedbanks online at the Attitude Seedbank website. Buy online ZmÃÂÃÂ¤kdaun Cannabis Seeds by Seedstockers Seeds.,,,,,,,,Cannabiogen Seeds,,,,,False,html/e4754c4f8ac3c307.html,,2026-01-14T10:39:53.630997,,https://www.cannabis-seeds-bank.co.uk/seedstockers-seeds-zmakdaun/prod_8976,,,18.0,,22.0,14.0,14-22%,,,,,,,,,,,,,seedstockers,,SeedStockers,seedstockers,False,,,Seeds Zmakdaun,Seeds Zmakdaun,,,Zmakdaun,Seed Stockers,90.0,Removed 'Seeds' from strain name. Cleaned breeder name.,Strain: Seeds Zmakdaun -> Zmakdaun; Breeder: Seed Stockers -> Seed Stockers,False,True,,,,,Seed Stockers,Zmakdaun,Seed Stockers,seed-stockers,Zmakdaun,zmakdaun,,,,,,,False,False,False,,,,,,,,,,1
6fda24dd-b0fe-4013-8c8c-71dca4b350ff,attitude,Grounded Genetics Zlurpi,,,,,,,,,"Buy Zlurpi Cannabis Seeds By Grounded Genetics online here at The Attitude Seedbank. We sell thousands of different Cannabis seeds, place an order today for your freebie. ",,,,,,,,Zlurpi | Attitude Seedbank UK,,,,,False,html/ec43689e3e5e08f8.html,,2026-01-14T10:39:53.912334,,https://www.cannabis-seeds-bank.co.uk/grounded-genetics-zlurpi/prod_8061,,,,,,,,,,,,,,,,,,,,grounded genetics zlurpi,,Grounded Genetics Zlurpi,groundedgeneticszlurpi,False,,,Zlurpi,Zlurpi,,,Zlurpi,Grounded Genetics,100.0,Cleaned breeder name.,Strain: Zlurpi -> Zlurpi; Breeder: Grounded Genetics -> Grounded Genetics,False,True,,,,,Grounded Genetics,Zlurpi,Grounded Genetics,grounded-genetics,Zlurpi,zlurpi,,,,,,,False,False,False,,,,,,,,,,1
0cc333af-021c-458b-8323-56cd05b3fe47,attitude,Common Wealth,,,,,,,,,"Experience the unique flavour and potent effects of Zkittlez x Grape Sunshine from Common Wealth Seeds, available at Attitude Seedbank. This top-quality cannabis strain with vibrant genetics is perfect for both growers and enthusiasts.",,,,,,,,Cannabiogen Seeds,,,,,False,html/0276df39a70f19a0.html,,2026-01-14T10:39:54.112882,,https://www.cannabis-seeds-bank.co.uk/common-wealth-seeds-zkittlez-x-grape-sunshine/prod_9831,,,,,,,,,,,,,,,,,,,,common wealth,,Common Wealth,commonwealth,False,,,Common Wealth Seeds Zkittlez X Grape Sunshine,Common Wealth Seeds Zkittlez X Grape Sunshine,,,Zkittlez X Grape Sunshine,Common Wealth Seeds,100.0,Removed breeder name from strain name. Cleaned breeder name.,Strain: Common Wealth Seeds Zkittlez X Grape Sunshine -> Zkittlez X Grape Sunshine; Breeder: Common Wealth Seeds -> Common Wealth Seeds,False,True,,,,,Common Wealth Seeds,Zkittlez X Grape Sunshine,Common Wealth Seeds,common-wealth-seeds,Zkittlez x Grape Sunshine,zkittlez-x-grape-sunshine,,,,,Experience the unique flavour and potent effects of Zkittlez,Grape Sunshine from Common Wealth Seeds,False,False,False,experience-the-unique-flavour-and-potent-effects-of-zkittlez,grape-sunshine-from-common-wealth-seeds,,,,,,,experience-the-unique-flavour-and-potent-effects-of-zkittlez x grape-sunshine-from-common-wealth-seeds,1
c194f91a-7e24-4143-89f5-19757509a56b,attitude,Barneys Farm,,,,,,,,,Shop for breeder Barneys Farm Seeds in our range of quality autoflowering cannabis seeds. Zkittlez OG Auto is now for sale at the Attitude Seedbank UK.,,Balanced Hybrid,,,,,,Cannabiogen Seeds,,,,50.0,False,html/7147e9a99b3d9057.html,50.0,2026-01-14T10:39:54.346157,,https://www.cannabis-seeds-bank.co.uk/barneys-farm-seeds-auto-zkittlez-og/prod_5890,,,,,,,,,,,,,,,,,,,,barneys farm,,Barneys Farm,barneysfarm,True,,,Auto Zkittlez Og,Auto Zkittlez Og,,,Auto Zkittlez Og,Barney's Farm,100.0,Cleaned breeder name.,Strain: Auto Zkittlez Og -> Auto Zkittlez Og; Breeder: Barney's Farm -> Barney's Farm,False,True,,,,,Barney's Farm,Auto Zkittlez Og,Barney's Farm,barneys-farm,Auto Zkittlez Og,auto-zkittlez-og,,,,,,,False,False,False,,,,,,,,,,1
56d90934-17f0-4f6a-8eec-5d5255d7819e,attitude,Purple Caper,,,,,,,,,Discover the range of Purple Caper Seeds. Buy online Zkittlez OG cannabis seeds at the Attitude Seedbank UK.,,,,spicy,,,,Cannabiogen Seeds,,,,,False,html/cd3d295bb57ffd00.html,,2026-01-14T10:39:54.574430,,https://www.cannabis-seeds-bank.co.uk/purple-caper-seeds-zkittlez-og/prod_7362,,,,,,,,,,,,,,,,,,,,purple caper,,Purple Caper,purplecaper,False,,,Zkittlez Og,Zkittlez Og,,,Zkittlez Og,Purple Caper Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez Og -> Zkittlez Og; Breeder: Purple Caper Seeds -> Purple Caper Seeds,False,True,,,,,Purple Caper Seeds,Zkittlez Og,Purple Caper Seeds,purple-caper-seeds,Zkittlez Og,zkittlez-og,,,,,,,False,False,False,,,,,,,,,,1
3573bd0e-b431-4c1f-96c9-9c6e0b0c068b,attitude,Bomb,,,,,,,,,Zkittlez Gum Bomb Cannabis Seeds By Bomb Seeds are now in stock. We're constantly getting new seeds from the biggest seedbanks. Buy a pack today at the Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,,,,,False,html/5980553c6d54d57a.html,,2026-01-14T10:39:54.828058,,https://www.cannabis-seeds-bank.co.uk/bomb-seeds-zkittlez-gum-bomb/prod_9145,,,23.5,,25.0,22.0,22.00-25.00%,,,,,,,,,,,,,bomb,,Bomb,bomb,False,,,Zkittlez Gum Bomb,Zkittlez Gum Bomb,,,Zkittlez Gum Bomb,Bomb Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez Gum Bomb -> Zkittlez Gum Bomb; Breeder: Bomb Seeds -> Bomb Seeds,False,True,,,,,Bomb Seeds,Zkittlez Gum Bomb,Bomb Seeds,bomb-seeds,Zkittlez Gum Bomb,zkittlez-gum-bomb,,,,,,,False,False,False,,,,,,,,,,1
93dc6120-aafc-4cbe-9b02-561ddd7f545c,attitude,Expert,,,2.0,,,,,,Shop for Zkittlez Glue Cannabis Seeds by Expert Seedbank. Buy online or order over the phone. Discreet and very fast worldwide delivery on all cannabis seeds.,,,,,,,,Cannabiogen Seeds,80-100 cm,,,,False,html/da03457769d7807d.html,,2026-01-14T10:39:55.026176,,https://www.cannabis-seeds-bank.co.uk/expert-seeds-zkittlez-glue/prod_6066,,,,23.0,23.0,23.0,,,,,,100.0,,,,,,,,expert,,Expert,expert,False,,,Zkittlez Glue,Zkittlez Glue,,,Zkittlez Glue,Expert Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez Glue -> Zkittlez Glue; Breeder: Expert Seeds -> Expert Seeds,False,True,,,,,Expert Seeds,Zkittlez Glue,Expert Seeds,expert-seeds,Zkittlez Glue,zkittlez-glue,,,,,,,False,False,False,,,,,,,,,,1
9360fa9e-8dfd-4632-bc2d-117080bdd9aa,attitude,Purple Caper,,,,,,,,,Zkittlez Cake Cannabis Seeds by Purple Caper Seeds is available to buy at the Attitude Seedbank. Check out the Attitude website for the full range of Purple Caper cannabis seeds.,,,,,,,,Cannabiogen Seeds,,,,,False,html/5f2bf2657f7dca0e.html,,2026-01-14T10:39:55.212655,,https://www.cannabis-seeds-bank.co.uk/purple-caper-seeds-zkittlez-cake/prod_6116,,,,,,,,,,,,,,,,,,,,purple caper,,Purple Caper,purplecaper,False,,,Zkittlez Cake,Zkittlez Cake,,,Zkittlez Cake,Purple Caper Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez Cake -> Zkittlez Cake; Breeder: Purple Caper Seeds -> Purple Caper Seeds,False,True,,,,,Purple Caper Seeds,Zkittlez Cake,Purple Caper Seeds,purple-caper-seeds,Zkittlez Cake,zkittlez-cake,,,,,,,False,False,False,,,,,,,,,,1
e59f3deb-be23-47c3-8cab-a5c9ae7b880c,attitude,Purple Caper,,,,,,,,,Zkittlez BX Regular Cannabis Seeds are now in stock. DonÃÂ¢ÃÂÃÂt miss your chance to add this fantastic strain from Purple Caper Seeds.,,,,,,,,Cannabiogen Seeds,,,,,False,html/a771409e4b9ff444.html,,2026-01-14T10:39:55.435698,,https://www.cannabis-seeds-bank.co.uk/purple-caper-seeds-zkittlez-BX/prod_6115,,,,,,,,,,,,,,,,,,,,purple caper,,Purple Caper,purplecaper,False,,,Zkittlez BX,Zkittlez,BX,,Zkittlez BX,Purple Caper Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez BX -> Zkittlez BX; Breeder: Purple Caper Seeds -> Purple Caper Seeds,False,True,,,,,Purple Caper Seeds,Zkittlez BX,Purple Caper Seeds,purple-caper-seeds,Zkittlez Bx,zkittlez-bx,,,,,,,False,False,False,,,,,,,,,,1
7c948919-c343-46ca-a7ba-e0143354eaa2,attitude,Advanced,,,,,,,,,The Attitude Seedbank stocks the best selection of female marijuana seeds including AUTO Zkittlez Cannabis Seeds by Advanced Seeds. Don't miss out this amazing offer and order a pack today.,,,,,,,,Cannabiogen Seeds,80-100 cm,,,,False,html/0cccbaff5d9d2c0d.html,,2026-01-14T10:39:55.645845,,https://www.cannabis-seeds-bank.co.uk/advanced-seeds-auto-zkittlez/prod_6964,,,,20.0,20.0,20.0,,,,,,100.0,,,,,,,,advanced,,Advanced,advanced,True,,,Auto Zkittlez,Auto Zkittlez,,,Auto Zkittlez,Advanced Seeds,100.0,Cleaned breeder name.,Strain: Auto Zkittlez -> Auto Zkittlez; Breeder: Advanced Seeds -> Advanced Seeds,False,True,,,,,Advanced Seeds,Auto Zkittlez,Advanced Seeds,advanced-seeds,Auto Zkittlez,auto-zkittlez,,,,,,,False,False,False,,,,,,,,,,1
0ee3b19a-479f-4203-835f-e09a3742b6d7,attitude,Black Skull,,,,1.0,0.0,0-1%,,,"We sell AUTO Zkittlez by Black Skull Seeds at The Attitude Seedbank, follow us on Facebook and Instagram to stay up to date with all of our promotions and giveaways. ",,,,,,,,Cannabiogen Seeds,60-100 cm,,,,False,html/83b6f38be67a5fe4.html,,2026-01-14T10:39:55.858786,,https://www.cannabis-seeds-bank.co.uk/black-skull-seeds-auto-zkittlez/prod_6529,,,,22.0,22.0,22.0,,,,,,100.0,,,,,,,,black skull,,Black Skull,blackskull,True,,,Auto Zkittlez,Auto Zkittlez,,,Auto Zkittlez,Black Skull Seeds,100.0,Cleaned breeder name.,Strain: Auto Zkittlez -> Auto Zkittlez; Breeder: Black Skull Seeds -> Black Skull Seeds,False,True,,,,,Black Skull Seeds,Auto Zkittlez,Black Skull Seeds,black-skull-seeds,Auto Zkittlez,auto-zkittlez,,,,,,,False,False,False,,,,,,,,,,1
9afde3a8-766e-4fdd-8b9e-7dcb2c268f35,attitude,Auto,,,1.0,,,,,,"Buy Runtz Auto Seeds today at Attitude Seedbank UK, you wonÃÂ¢ÃÂÃÂt regret it! Discreet and very fast worldwide delivery on all cannabis seeds.",,Sativa,,,,,,Cannabiogen Seeds,,,,40.0,False,html/7b45e94e1999d985.html,60.0,2026-01-14T10:39:56.095592,,https://www.cannabis-seeds-bank.co.uk/auto-seeds-zkittlez/prod_9489,,,,24.0,24.0,24.0,,,,,,,,,,,,,,auto,,Auto,auto,True,,,Zkittlez,Zkittlez,,,Zkittlez,Auto Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez -> Zkittlez; Breeder: Auto Seeds -> Auto Seeds,False,True,,,,,Auto Seeds,Zkittlez,Auto Seeds,auto-seeds,Zkittlez,zkittlez,,,,,,,False,False,False,,,,,,,,,,1
c7b82e2f-2f13-4aa6-91b9-513e8c1c86f5,attitude,Silent,,,,,,,,,"Find many unique varieties created by Silent Seed at Attitude Seedbank. Buy online Zkittlez 2.0 marijuana seeds. 
",,,,,,,,Cannabiogen Seeds,,,,,False,html/954352ef356a28dd.html,,2026-01-14T10:39:56.328168,,https://www.cannabis-seeds-bank.co.uk/silent-seeds-zkittlez-2-0/prod_7895,,,19.5,,22.0,17.0,17-22%,,,,,,,,,,,,,silent,,Silent,silent,False,,,Zkittlez 2 0,Zkittlez 2 0,,,Zkittlez 2 0,Silent Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez 2 0 -> Zkittlez 2 0; Breeder: Silent Seeds -> Silent Seeds,False,True,,,,,Silent Seeds,Zkittlez 2 0,Silent Seeds,silent-seeds,Zkittlez 2 0,zkittlez-2-0,,,,,,,False,False,False,,,,,,,,,,1
e0a29132-72ba-4273-90b3-768181eb2d2c,attitude,Advanced,,,,,,,,,Zkittlez Cannabis Seeds by Advanced Seeds are now in stock. Check out their entire cannabis seed range today! Buy online at the Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,100-120 cm,,,,False,html/176c75e06e629ea4.html,,2026-01-14T10:39:56.541905,,https://www.cannabis-seeds-bank.co.uk/advanced-seeds-zkittlez/prod_6966,,,,23.0,23.0,23.0,,,,,,120.0,,,,,,,,advanced,,Advanced,advanced,False,,,Zkittlez,Zkittlez,,,Zkittlez,Advanced Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez -> Zkittlez; Breeder: Advanced Seeds -> Advanced Seeds,False,True,,,,,Advanced Seeds,Zkittlez,Advanced Seeds,advanced-seeds,Zkittlez,zkittlez,,,,,,,False,False,False,,,,,,,,,,1
8cc2953c-3e8e-4e5c-9437-967b00a6fd1e,attitude,Advanced,,,,,,,,,Advanced Seeds Zkittlez FAST marijuana seeds in stock and available online at Attitude Seedbank for delivery. Seeds from around the world.,,,,,,,,Cannabiogen Seeds,80-100 cm,,,,False,html/7d29123a9e3b4472.html,,2026-01-14T10:39:56.728579,,https://www.cannabis-seeds-bank.co.uk/advanced-seeds-zkittlez-fast/prod_7864,,,,23.0,23.0,23.0,,,,,,100.0,,,,,,,,advanced,,Advanced,advanced,False,,,Zkittlez Fast,Zkittlez Fast,,,Zkittlez Fast,Advanced Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez Fast -> Zkittlez Fast; Breeder: Advanced Seeds -> Advanced Seeds,False,True,,,,,Advanced Seeds,Zkittlez Fast,Advanced Seeds,advanced-seeds,Zkittlez Fast,zkittlez-fast,,,,,,,False,False,False,,,,,,,,,,1
020f8bba-f1fe-40f9-bb27-2e99e2015757,attitude,Black Skull,,,,1.0,0.0,0-1%,,,Massive range of high quality marijuana seeds for sale at the Attitude Seedbank UK. New Zkittlez cannabis seeds by BlackSkull Seed Bank is now in stock.,,Indica,,,,,,Cannabiogen Seeds,,,,60.0,False,html/e9cd736cf2e9ee00.html,40.0,2026-01-14T10:39:56.933635,,https://www.cannabis-seeds-bank.co.uk/black-skull-seeds-zkittlez/prod_5857,,,,23.0,23.0,23.0,,,,,,,,,,,,,,black skull,,Black Skull,blackskull,False,,,Zkittlez,Zkittlez,,,Zkittlez,Black Skull Seeds,100.0,Cleaned breeder name.,Strain: Zkittlez -> Zkittlez; Breeder: Black Skull Seeds -> Black Skull Seeds,False,True,,,,,Black Skull Seeds,Zkittlez,Black Skull Seeds,black-skull-seeds,Zkittlez,zkittlez,,,,,,,False,False,False,,,,,,,,,,1
ea57c52d-0c58-4ec9-bc2a-b6e8028bf7ce,attitude,Archive,,,,,,,,,Rare and exclusive genetics. Buy online Rainbow Belts aka Zkittles R-Bx1 by Archive Seeds. Best cannabis seeds.,,,,,,,,Cannabiogen Seeds,,,,,False,html/1f9637cc7b05dcec.html,,2026-01-14T10:39:57.183664,,https://www.cannabis-seeds-bank.co.uk/archive-seeds-rainbow-belts-aka-zkittles-r-BX1/prod_6048,,,26.5,,28.0,25.0,25.00-28.00%,,,,,,,,,,,,,archive,,Archive,archive,False,,,Rainbow Belts Aka Zkittles R BX1,Rainbow Belts Aka Zkittles BX1,R,,Rainbow Belts Aka Zkittles R BX1,Archive Seeds,100.0,Cleaned breeder name.,Strain: Rainbow Belts Aka Zkittles R BX1 -> Rainbow Belts Aka Zkittles R BX1; Breeder: Archive Seeds -> Archive Seeds,False,True,,,,,Archive Seeds,Rainbow Belts Aka Zkittles R BX1,Archive Seeds,archive-seeds,Rainbow Belts Aka Zkittles R Bx1,rainbow-belts-aka-zkittles-r-bx1,BX1,,,BX1,,,False,False,False,,,,,,,,,,1
0885df63-cb3b-4c06-ac98-809d4cf33dc0,attitude,Black Farm Genetix Zkittles Divorce,,,,,,,,,Here's one of the treasures from Black Farm Genetics. Zkittles Divorce is now in stock. Buy it online at the Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,,,,,False,html/64de49344084d6a6.html,,2026-01-14T10:39:57.367864,,https://www.cannabis-seeds-bank.co.uk/black-farm-genetix-zkittles-divorce/prod_8420,,,,,,,,,,,,,,,,,,,,black farm genetix zkittles divorce,,Black Farm Genetix Zkittles Divorce,blackfarmgenetixzkittlesdivorce,False,,,Zkittles Divorce,Zkittles Divorce,,,Zkittles Divorce,Black Farm Genetix,100.0,Cleaned breeder name.,Strain: Zkittles Divorce -> Zkittles Divorce; Breeder: Black Farm Genetix -> Black Farm Genetix,False,True,,,,,Black Farm Genetix,Zkittles Divorce,Black Farm Genetix,black-farm-genetix,Zkittles Divorce,zkittles-divorce,,,,,,,False,False,False,,,,,,,,,,1
e8692879-94f7-4e86-9b05-48d67dfc7b0c,attitude,FastBuds,,,,,,,,,"The Attitude Seedbank offers discreet, quick and secure worldwide shipping of all orders placed securely online or over the phone. Shop with us for feminized Z Auto by FastBuds Seeds at low prices. Extra freebies for bank transfers and crypto currency payments.",,,,,,,,Cannabiogen Seeds,,,,,False,html/808a1f434e301f26.html,,2026-01-14T10:39:57.627952,,https://www.cannabis-seeds-bank.co.uk/fastbuds-seeds-zkittles-auto/prod_6407,,,,,,,,,,,,,,,,,,,,fastbuds,,FastBuds,fastbuds,True,,,Zkittles Auto,Zkittles Auto,,,Zkittles,Fastbuds Seeds,100.0,Removed 'Auto' suffix. Cleaned breeder name.,Strain: Zkittles Auto -> Zkittles; Breeder: Fastbuds Seeds -> Fastbuds Seeds,False,True,,,,,Fastbuds Seeds,Zkittles,Fastbuds Seeds,fastbuds-seeds,Zkittles,zkittles,,,,,,,False,False,False,,,,,,,,,,1
8660022b-96e7-4198-9f97-64e9fc7f6086,attitude,Big Head,,,,,,,,,"The Attitude Seedbank offers widest collection of marijuana seeds souvenirs available for discreet, fast and secure worldwide shipping. Shop with us for Zkittelz by Big Head Seeds. Place an order securely online or over the phone. We offer extra freebies for bank transfers and crypto currency payments.",,,,,,,,Cannabiogen Seeds,,,,,False,html/0dbe294ebab81cc9.html,,2026-01-14T10:39:57.822421,,https://www.cannabis-seeds-bank.co.uk/big-head-seeds-zkittelz/prod_5708,,,16.5,,18.0,15.0,15-18%,,,,,,,,,,,,,big head,,Big Head,bighead,False,,,Zkittelz,Zkittelz,,,Zkittelz,Big Head Seeds,100.0,Cleaned breeder name.,Strain: Zkittelz -> Zkittelz; Breeder: Big Head Seeds -> Big Head Seeds,False,True,,,,,Big Head Seeds,Zkittelz,Big Head Seeds,big-head-seeds,Zkittelz,zkittelz,,,,,,,False,False,False,,,,,,,,,,1
8e93567e-5bf7-4d83-8d12-7702c027d30a,attitude,Kera,,,,,,,,,Great value and top quality autoflowering marijuana seeds from Kera Seeds. Buy online new Zkittels AUTO Cannabis Seeds.,,,,,,,,Cannabiogen Seeds,,,,,False,html/4f303d434eda4251.html,,2026-01-14T10:39:58.065453,,https://www.cannabis-seeds-bank.co.uk/kera-seeds-zkittels-auto/prod_6637,,,,25.0,25.0,25.0,,,,,,,,,,,,,,kera,,Kera,kera,True,,,Zkittels Auto,Zkittels Auto,,,Zkittels Auto,Unknown,0.0,,,False,False,,,,,Unknown,Zkittels Auto,Unknown,unknown,Zkittels Auto,zkittels-auto,,,,,,,False,False,False,,,,,,,,,,1
7d1ab91a-1cd9-4dbd-b8b5-bd4462d57d98,attitude,Kera,,,,,,,,,Discover the range of high quality marijuana seeds from Kera Seeds. Buy online Zkittels Cannabis Seeds.,,Sativa,,,,,,Cannabiogen Seeds,,,,40.0,False,html/cc9f231cb3025404.html,60.0,2026-01-14T10:39:58.329045,,https://www.cannabis-seeds-bank.co.uk/kera-seeds-zkittels/prod_5952,,,,25.0,25.0,25.0,,,,,,,,,,,,,,kera,,Kera,kera,False,,,Zkittels,Zkittels,,,Zkittels,Unknown,0.0,,,False,False,,,,,Unknown,Zkittels,Unknown,unknown,Zkittels,zkittels,,,,,,,False,False,False,,,,,,,,,,1
611ed26f-937a-4389-9998-488e905d9111,attitude,Exotic,,,,,,,,,"All the very best seedbanks at the Attitude Seedbank, browse and buy today. Shop for Zkittalicious Cannabis Seeds by Exotic Seed.",,Sativa,,spicy,,,,Cannabiogen Seeds,,,,30.0,False,html/ac19619fa77de7d7.html,70.0,2026-01-14T10:39:58.521712,,https://www.cannabis-seeds-bank.co.uk/exotic-seed-zkittalicious/prod_6035,,,,,,,,,,,,,,,,,,,,exotic,,Exotic,exotic,False,,,Zkittalicious,Zkittalicious,,,Zkittalicious,Unknown,0.0,,,False,False,,,,,Unknown,Zkittalicious,Unknown,unknown,Zkittalicious,zkittalicious,,,,,,,False,False,False,,,,,,,,,,1
59cc82a8-cbd3-47fa-aeaf-c6731cc4b4e0,attitude,R-Kiem,,,,,,,,,Z-Kiem is just one of the top quality Cannabis Seeds from R-Kiem and now available to buy online at the Attitude Seedbank UK.,,,,,,,,Cannabiogen Seeds,,,,,False,html/5fa6c73eb02dddf4.html,,2026-01-14T10:39:58.748258,,https://www.cannabis-seeds-bank.co.uk/r-kiem-seeds-z-kiem-aka-harybo/prod_5197,,,,,,,,,,,,,,,,,,,,r-kiem,,R-Kiem,rkiem,False,,,Z Kiem Aka Harybo,Z Kiem Aka Harybo,,,Z Kiem Aka Harybo,Unknown,0.0,,,False,False,,,,,Unknown,Z Kiem Aka Harybo,Unknown,unknown,Z Kiem Aka Harybo,z-kiem-aka-harybo,,,,,,,False,False,False,,,,,,,,,,1
ca0bd00b-db9b-4dee-b32f-994dc39ee726,attitude,Karma Genetics,,,,,,,,,Buy ZiZi Banana Cannnabis Seeds By Karma Genetics. Don't miss your chance! Visit Attitude Seedbank UK.,,,,,,,,Seeds ZiZi Banana | Attitude Seedbank UK,,,,,False,html/f1bf7b4b5d21cac1.html,,2026-01-14T10:39:58.969664,,https://www.cannabis-seeds-bank.co.uk/karma-genetics-seeds-zizi-banana/prod_8620,,,,,,,,,,,,,,,,,,,,karma genetics,,Karma Genetics,karmagenetics,False,,,Zizi Banana,Zizi Banana,,,Zizi Banana,Unknown,0.0,,,False,False,,,,,Unknown,Zizi Banana,Unknown,unknown,Zizi Banana,zizi-banana,,,,,,,False,False,False,,,,,,,,,,1
7e00c07e-a505-463b-afab-972ad87f48c6,attitude,SubCools The Dank,,,,,,,,,The Attitude Seedbank UK offers top quality marijuana seeds including SubCool's The Dank Seeds. Zinger is now for sale. Shop online for best deals and free seeds with every order.,,,,,,,,Cannabiogen Seeds,,,,,False,html/7cd143ee05129184.html,,2026-01-14T10:39:59.154926,,https://www.cannabis-seeds-bank.co.uk/subcools-the-dank-seeds-zinger/prod_5243,,,,,,,,,,,,,,,,,,,,subcools the dank,,SubCools The Dank,subcoolsthedank,False,,,Zinger,Zinger,,,Zinger,Unknown,0.0,,,False,False,,,,,Unknown,Zinger,Unknown,unknown,Zinger,zinger,,,,,,,False,False,False,,,,,,,,,,1
